Name,Code,StartDate,EndDate,PolicyType,PolicyContent,PolicyValue,Flag
Bolivia,BOL,20200312,,C1,School closing,3,1
Bolivia,BOL,20200312,,C3,Cancel public events,2,1
Bolivia,BOL,20200312,20200316,C4,Restrictions on gatherings,1,1
Bolivia,BOL,20200313,20200330,C8,International travel controls,3,
Bolivia,BOL,20200313,20200313,H1,Public information campaigns,2,0
Bolivia,BOL,20200314,,H1,Public information campaigns,2,1
Bolivia,BOL,20200316,20200317,C5,Close public transport,2,0
Bolivia,BOL,20200317,,C4,Restrictions on gatherings,4,1
Bolivia,BOL,20200317,,C6,Stay at home requirements,2,1
Bolivia,BOL,20200318,20200321,C2,Workplace closing,1,1
Bolivia,BOL,20200318,20200318,C5,Close public transport,2,1
Bolivia,BOL,20200319,20200321,C5,Close public transport,2,0
Bolivia,BOL,20200321,,C7,Restrictions on internal movement,2,1
Bolivia,BOL,20200322,,C2,Workplace closing,3,1
Bolivia,BOL,20200322,20200524,C5,Close public transport,2,1
Bolivia,BOL,20200331,,C8,International travel controls,4,
Bolivia,BOL,20200331,,E1,Income support,1,1
Bolivia,BOL,20200331,,E2,Debt/contract relief,1,
Bolivia,BOL,20200407,,H3,Contact tracing,1,
Bolivia,BOL,20200525,,C5,Close public transport,1,0
Bolivia,BOL,20200608,,H2,Testing policy,2,
Brazil,BRA,20200123,20200524,H2,Testing policy,1,
Brazil,BRA,20200129,20200301,H1,Public information campaigns,1,1
Brazil,BRA,20200302,,H1,Public information campaigns,2,1
Brazil,BRA,20200312,,C1,School closing,3,0
Brazil,BRA,20200312,,C3,Cancel public events,2,0
Brazil,BRA,20200313,20200316,C2,Workplace closing,1,0
Brazil,BRA,20200313,20200504,C6,Stay at home requirements,1,0
Brazil,BRA,20200313,20200318,C8,International travel controls,2,
Brazil,BRA,20200314,20200317,C4,Restrictions on gatherings,2,0
Brazil,BRA,20200317,20200531,C2,Workplace closing,3,0
Brazil,BRA,20200317,,C7,Restrictions on internal movement,2,0
Brazil,BRA,20200317,,E2,Debt/contract relief,1,
Brazil,BRA,20200318,20200425,C4,Restrictions on gatherings,3,0
Brazil,BRA,20200319,20200320,C5,Close public transport,1,0
Brazil,BRA,20200319,20200326,C8,International travel controls,3,
Brazil,BRA,20200321,,C5,Close public transport,2,0
Brazil,BRA,20200327,,C8,International travel controls,4,
Brazil,BRA,20200402,,E1,Income support,1,1
Brazil,BRA,20200426,,C4,Restrictions on gatherings,4,0
Brazil,BRA,20200505,,C6,Stay at home requirements,2,0
Brazil,BRA,20200525,,H2,Testing policy,2,
Brazil,BRA,20200601,,C2,Workplace closing,2,0
Barbados,BRB,20200122,,H1,Public information campaigns,2,1
Barbados,BRB,20200126,20200418,H2,Testing policy,1,
Barbados,BRB,20200215,20200303,C8,International travel controls,1,
Barbados,BRB,20200304,,C8,International travel controls,2,
Barbados,BRB,20200317,,C3,Cancel public events,2,1
Barbados,BRB,20200317,20200402,C4,Restrictions on gatherings,3,1
Barbados,BRB,20200317,20200327,C7,Restrictions on internal movement,1,0
Barbados,BRB,20200319,,C1,School closing,3,1
Barbados,BRB,20200320,,H3,Contact tracing,2,
Barbados,BRB,20200328,20200503,C2,Workplace closing,3,1
Barbados,BRB,20200328,20200402,C6,Stay at home requirements,1,1
Barbados,BRB,20200328,,C7,Restrictions on internal movement,2,1
Barbados,BRB,20200401,,E1,Income support,1,0
Barbados,BRB,20200401,,E2,Debt/contract relief,1,
Barbados,BRB,20200403,20200531,C4,Restrictions on gatherings,4,1
Barbados,BRB,20200403,20200503,C6,Stay at home requirements,3,1
Barbados,BRB,20200408,,C5,Close public transport,1,1
Barbados,BRB,20200419,,H2,Testing policy,2,
Barbados,BRB,20200504,20200531,C2,Workplace closing,2,1
Barbados,BRB,20200504,,C6,Stay at home requirements,2,1
Barbados,BRB,20200601,,C2,Workplace closing,1,1
Barbados,BRB,20200601,,C4,Restrictions on gatherings,3,1
Brunei,BRN,20200106,,H1,Public information campaigns,2,1
Brunei,BRN,20200130,20200323,C8,International travel controls,3,
Brunei,BRN,20200309,,H2,Testing policy,2,
Brunei,BRN,20200311,20200601,C1,School closing,3,1
Brunei,BRN,20200313,20200514,C3,Cancel public events,2,1
Brunei,BRN,20200313,,C4,Restrictions on gatherings,3,1
Brunei,BRN,20200324,,C8,International travel controls,4,
Brunei,BRN,20200328,,E1,Income support,1,0
Brunei,BRN,20200411,,C7,Restrictions on internal movement,1,1
Brunei,BRN,20200515,,C3,Cancel public events,1,1
Brunei,BRN,20200602,,C1,School closing,2,1
Bhutan,BTN,20200115,20200305,C8,International travel controls,1,
Bhutan,BTN,20200115,20200122,H1,Public information campaigns,1,1
Bhutan,BTN,20200123,,H1,Public information campaigns,2,1
Bhutan,BTN,20200210,20200416,H2,Testing policy,1,
Bhutan,BTN,20200306,20200317,C1,School closing,3,0
Bhutan,BTN,20200306,20200326,C4,Restrictions on gatherings,2,1
Bhutan,BTN,20200306,20200322,C8,International travel controls,2,
Bhutan,BTN,20200306,,H3,Contact tracing,2,
Bhutan,BTN,20200318,,C1,School closing,3,1
Bhutan,BTN,20200323,,C8,International travel controls,4,
Bhutan,BTN,20200326,,C6,Stay at home requirements,1,1
Bhutan,BTN,20200327,,C2,Workplace closing,2,1
Bhutan,BTN,20200327,,C3,Cancel public events,1,1
Bhutan,BTN,20200327,,C4,Restrictions on gatherings,4,1
Bhutan,BTN,20200327,,C5,Close public transport,1,1
Bhutan,BTN,20200327,,C7,Restrictions on internal movement,2,1
Bhutan,BTN,20200410,,E1,Income support,1,1
Bhutan,BTN,20200410,,E2,Debt/contract relief,2,
Bhutan,BTN,20200417,,H2,Testing policy,2,
Botswana,BWA,20200124,,H1,Public information campaigns,2,1
Botswana,BWA,20200128,20200315,C8,International travel controls,1,
Botswana,BWA,20200316,20200519,C3,Cancel public events,2,1
Botswana,BWA,20200316,20200401,C4,Restrictions on gatherings,3,1
Botswana,BWA,20200316,20200401,C7,Restrictions on internal movement,1,1
Botswana,BWA,20200316,20200318,C8,International travel controls,3,
Botswana,BWA,20200319,20200510,C1,School closing,3,1
Botswana,BWA,20200319,,C8,International travel controls,4,
Botswana,BWA,20200325,20200401,C5,Close public transport,1,0
Botswana,BWA,20200328,,H2,Testing policy,1,
Botswana,BWA,20200331,,E2,Debt/contract relief,2,
Botswana,BWA,20200331,,H3,Contact tracing,1,
Botswana,BWA,20200401,,E1,Income support,1,0
Botswana,BWA,20200402,20200507,C2,Workplace closing,3,1
Botswana,BWA,20200402,20200519,C4,Restrictions on gatherings,4,1
Botswana,BWA,20200402,20200521,C5,Close public transport,1,1
Botswana,BWA,20200402,20200519,C6,Stay at home requirements,2,0
Botswana,BWA,20200402,,C7,Restrictions on internal movement,2,0
Botswana,BWA,20200508,20200519,C2,Workplace closing,2,0
Botswana,BWA,20200511,20200601,C1,School closing,3,0
Botswana,BWA,20200520,,C2,Workplace closing,1,1
Botswana,BWA,20200520,,C3,Cancel public events,1,1
Botswana,BWA,20200520,,C4,Restrictions on gatherings,3,1
Botswana,BWA,20200520,,C6,Stay at home requirements,1,1
Botswana,BWA,20200522,,C5,Close public transport,0,
Botswana,BWA,20200602,,C1,School closing,0,
Central African Republic,CAF,20200314,,H1,Public information campaigns,2,1
Central African Republic,CAF,20200326,,C1,School closing,3,1
Central African Republic,CAF,20200326,,C2,Workplace closing,2,1
Central African Republic,CAF,20200326,,C3,Cancel public events,2,1
Central African Republic,CAF,20200326,,C4,Restrictions on gatherings,3,1
Central African Republic,CAF,20200326,,C7,Restrictions on internal movement,2,0
Central African Republic,CAF,20200326,,C8,International travel controls,4,
Central African Republic,CAF,20200416,,H3,Contact tracing,1,
Central African Republic,CAF,20200417,,H2,Testing policy,1,
Canada,CAN,20200122,20200317,C8,International travel controls,1,
Canada,CAN,20200125,20200308,H2,Testing policy,1,
Canada,CAN,20200309,20200318,H2,Testing policy,2,
Canada,CAN,20200311,,H1,Public information campaigns,2,1
Canada,CAN,20200312,,C3,Cancel public events,2,0
Canada,CAN,20200314,20200315,C6,Stay at home requirements,1,0
Canada,CAN,20200315,,E1,Income support,2,1
Canada,CAN,20200316,20200319,C1,School closing,3,0
Canada,CAN,20200316,20200322,C4,Restrictions on gatherings,3,1
Canada,CAN,20200316,,C6,Stay at home requirements,1,1
Canada,CAN,20200318,20200331,C2,Workplace closing,3,0
Canada,CAN,20200318,,C8,International travel controls,4,
Canada,CAN,20200318,,E2,Debt/contract relief,1,
Canada,CAN,20200319,,H2,Testing policy,3,
Canada,CAN,20200320,20200510,C1,School closing,3,1
Canada,CAN,20200320,,C7,Restrictions on internal movement,2,0
Canada,CAN,20200323,,C4,Restrictions on gatherings,4,0
Canada,CAN,20200401,20200403,C2,Workplace closing,3,1
Canada,CAN,20200404,,C2,Workplace closing,3,0
Canada,CAN,20200511,,C1,School closing,3,0
Switzerland,CHE,20200215,,H3,Contact tracing,1,
Switzerland,CHE,20200224,20200306,H2,Testing policy,2,
Switzerland,CHE,20200225,20200227,C3,Cancel public events,2,0
Switzerland,CHE,20200227,20200302,H1,Public information campaigns,1,1
Switzerland,CHE,20200228,,C3,Cancel public events,2,1
Switzerland,CHE,20200228,20200316,C4,Restrictions on gatherings,1,1
Switzerland,CHE,20200303,,H1,Public information campaigns,2,1
Switzerland,CHE,20200307,20200519,H2,Testing policy,1,
Switzerland,CHE,20200313,20200510,C1,School closing,3,1
Switzerland,CHE,20200313,,C8,International travel controls,3,
Switzerland,CHE,20200317,20200426,C2,Workplace closing,3,1
Switzerland,CHE,20200317,20200529,C4,Restrictions on gatherings,4,1
Switzerland,CHE,20200317,20200426,C6,Stay at home requirements,2,1
Switzerland,CHE,20200317,20200605,C7,Restrictions on internal movement,1,1
Switzerland,CHE,20200319,,E2,Debt/contract relief,1,
Switzerland,CHE,20200320,,E1,Income support,2,0
Switzerland,CHE,20200427,20200605,C2,Workplace closing,2,1
Switzerland,CHE,20200427,20200605,C6,Stay at home requirements,1,1
Switzerland,CHE,20200511,20200605,C1,School closing,2,1
Switzerland,CHE,20200520,20200610,H2,Testing policy,2,
Switzerland,CHE,20200530,,C4,Restrictions on gatherings,3,1
Switzerland,CHE,20200606,,C1,School closing,0,
Switzerland,CHE,20200606,,C2,Workplace closing,0,
Switzerland,CHE,20200606,,C6,Stay at home requirements,0,
Switzerland,CHE,20200606,,C7,Restrictions on internal movement,0,
Switzerland,CHE,20200611,,H2,Testing policy,3,
Chile,CHL,20200314,,H1,Public information campaigns,2,1
Chile,CHL,20200315,,C1,School closing,3,1
Chile,CHL,20200316,20200320,C2,Workplace closing,3,1
Chile,CHL,20200316,20200324,C3,Cancel public events,2,0
Chile,CHL,20200316,20200324,C4,Restrictions on gatherings,2,1
Chile,CHL,20200318,,C8,International travel controls,3,
Chile,CHL,20200321,20200514,C2,Workplace closing,2,1
Chile,CHL,20200325,,C3,Cancel public events,2,1
Chile,CHL,20200325,20200514,C4,Restrictions on gatherings,3,1
Chile,CHL,20200325,20200514,C6,Stay at home requirements,2,1
Chile,CHL,20200325,20200507,C7,Restrictions on internal movement,2,0
Chile,CHL,20200326,,H2,Testing policy,2,
Chile,CHL,20200327,,E2,Debt/contract relief,1,
Chile,CHL,20200330,,H3,Contact tracing,2,
Chile,CHL,20200402,20200405,E1,Income support,1,1
Chile,CHL,20200406,,E1,Income support,1,0
Chile,CHL,20200508,20200514,C7,Restrictions on internal movement,2,1
Chile,CHL,20200515,,C2,Workplace closing,3,0
Chile,CHL,20200515,,C4,Restrictions on gatherings,4,0
Chile,CHL,20200515,,C6,Stay at home requirements,3,0
Chile,CHL,20200515,,C7,Restrictions on internal movement,2,0
China,CHN,20200105,20200114,H1,Public information campaigns,1,0
China,CHN,20200105,,H3,Contact tracing,2,
China,CHN,20200115,20200124,H1,Public information campaigns,2,0
China,CHN,20200122,,C3,Cancel public events,2,0
China,CHN,20200122,,C4,Restrictions on gatherings,4,0
China,CHN,20200123,20200327,C5,Close public transport,2,0
China,CHN,20200123,20200131,C6,Stay at home requirements,1,0
China,CHN,20200123,20200407,C7,Restrictions on internal movement,2,0
China,CHN,20200125,,H1,Public information campaigns,2,1
China,CHN,20200126,20200315,C1,School closing,3,1
China,CHN,20200126,20200209,C2,Workplace closing,3,1
China,CHN,20200201,20200407,C6,Stay at home requirements,3,0
China,CHN,20200210,20200402,C2,Workplace closing,3,0
China,CHN,20200216,20200330,H2,Testing policy,2,
China,CHN,20200225,20200325,C8,International travel controls,2,
China,CHN,20200316,20200602,C1,School closing,3,0
China,CHN,20200326,,C8,International travel controls,3,
China,CHN,20200328,20200509,C5,Close public transport,0,
China,CHN,20200331,,H2,Testing policy,3,
China,CHN,20200403,20200509,C2,Workplace closing,2,0
China,CHN,20200408,20200509,C6,Stay at home requirements,1,0
China,CHN,20200408,20200509,C7,Restrictions on internal movement,1,0
China,CHN,20200411,,E1,Income support,1,0
China,CHN,20200510,,C2,Workplace closing,3,0
China,CHN,20200510,,C5,Close public transport,2,0
China,CHN,20200510,,C6,Stay at home requirements,3,0
China,CHN,20200510,,C7,Restrictions on internal movement,2,0
China,CHN,20200603,,C1,School closing,2,0
Cote d'Ivoire,CIV,20200311,,H3,Contact tracing,1,
Cote d'Ivoire,CIV,20200312,,H1,Public information campaigns,2,1
Cote d'Ivoire,CIV,20200316,20200507,C1,School closing,3,1
Cote d'Ivoire,CIV,20200316,20200321,C8,International travel controls,3,
Cote d'Ivoire,CIV,20200316,,H2,Testing policy,2,
Cote d'Ivoire,CIV,20200319,20200507,C2,Workplace closing,2,1
Cote d'Ivoire,CIV,20200319,20200507,C3,Cancel public events,2,1
Cote d'Ivoire,CIV,20200319,20200507,C4,Restrictions on gatherings,3,1
Cote d'Ivoire,CIV,20200322,,C8,International travel controls,4,
Cote d'Ivoire,CIV,20200323,,C6,Stay at home requirements,1,1
Cote d'Ivoire,CIV,20200324,20200515,C5,Close public transport,1,1
Cote d'Ivoire,CIV,20200324,20200507,C7,Restrictions on internal movement,2,1
Cote d'Ivoire,CIV,20200331,,E2,Debt/contract relief,1,
Cote d'Ivoire,CIV,20200508,20200515,C1,School closing,3,0
Cote d'Ivoire,CIV,20200508,,C2,Workplace closing,2,0
Cote d'Ivoire,CIV,20200508,20200515,C3,Cancel public events,2,0
Cote d'Ivoire,CIV,20200508,20200515,C4,Restrictions on gatherings,3,0
Cote d'Ivoire,CIV,20200508,,C7,Restrictions on internal movement,2,0
Cote d'Ivoire,CIV,20200516,20200524,C1,School closing,2,0
Cote d'Ivoire,CIV,20200516,,C3,Cancel public events,2,1
Cote d'Ivoire,CIV,20200516,,C4,Restrictions on gatherings,2,1
Cote d'Ivoire,CIV,20200516,,C5,Close public transport,1,0
Cote d'Ivoire,CIV,20200525,,C1,School closing,0,
Cote d'Ivoire,CIV,20200611,,E1,Income support,1,1
Cameroon,CMR,20200224,,H3,Contact tracing,1,
Cameroon,CMR,20200313,20200317,C8,International travel controls,1,
Cameroon,CMR,20200318,20200531,C1,School closing,3,1
Cameroon,CMR,20200318,20200430,C2,Workplace closing,2,1
Cameroon,CMR,20200318,,C3,Cancel public events,2,1
Cameroon,CMR,20200318,,C4,Restrictions on gatherings,3,1
Cameroon,CMR,20200318,,C5,Close public transport,1,1
Cameroon,CMR,20200318,,C7,Restrictions on internal movement,1,1
Cameroon,CMR,20200318,20200417,C8,International travel controls,3,
Cameroon,CMR,20200404,,H1,Public information campaigns,2,1
Cameroon,CMR,20200406,,H2,Testing policy,2,
Cameroon,CMR,20200418,,C8,International travel controls,4,
Cameroon,CMR,20200501,,C2,Workplace closing,0,
Cameroon,CMR,20200601,,C1,School closing,2,1
Cameroon,CMR,20200601,,E1,Income support,1,0
Cameroon,CMR,20200601,,E2,Debt/contract relief,1,
Democratic Republic of Congo,COD,20200220,20200305,C8,International travel controls,1,
Democratic Republic of Congo,COD,20200301,20200414,E2,Debt/contract relief,1,
Democratic Republic of Congo,COD,20200306,20200319,C8,International travel controls,2,
Democratic Republic of Congo,COD,20200310,20200318,H1,Public information campaigns,1,1
Democratic Republic of Congo,COD,20200310,,H2,Testing policy,1,
Democratic Republic of Congo,COD,20200311,,H3,Contact tracing,1,
Democratic Republic of Congo,COD,20200318,20200323,C7,Restrictions on internal movement,2,0
Democratic Republic of Congo,COD,20200319,,C1,School closing,3,1
Democratic Republic of Congo,COD,20200319,,C2,Workplace closing,2,0
Democratic Republic of Congo,COD,20200319,,C3,Cancel public events,2,1
Democratic Republic of Congo,COD,20200319,,H1,Public information campaigns,2,1
Democratic Republic of Congo,COD,20200320,20200323,C8,International travel controls,3,
Democratic Republic of Congo,COD,20200322,20200323,C5,Close public transport,1,0
Democratic Republic of Congo,COD,20200324,,C4,Restrictions on gatherings,3,1
Democratic Republic of Congo,COD,20200324,,C5,Close public transport,2,0
Democratic Republic of Congo,COD,20200324,20200405,C7,Restrictions on internal movement,2,1
Democratic Republic of Congo,COD,20200324,,C8,International travel controls,4,
Democratic Republic of Congo,COD,20200406,,C6,Stay at home requirements,2,0
Democratic Republic of Congo,COD,20200406,,C7,Restrictions on internal movement,2,0
Democratic Republic of Congo,COD,20200415,,E2,Debt/contract relief,2,
Congo,COG,20200303,20200320,C8,International travel controls,2,
Congo,COG,20200314,,H3,Contact tracing,1,
Congo,COG,20200315,20200329,H1,Public information campaigns,1,1
Congo,COG,20200319,,H2,Testing policy,1,
Congo,COG,20200321,,C8,International travel controls,4,
Congo,COG,20200328,20200517,C1,School closing,3,1
Congo,COG,20200328,20200517,C2,Workplace closing,3,1
Congo,COG,20200328,,C3,Cancel public events,2,1
Congo,COG,20200328,,C4,Restrictions on gatherings,3,1
Congo,COG,20200328,20200517,C6,Stay at home requirements,3,1
Congo,COG,20200328,20200517,C7,Restrictions on internal movement,2,1
Congo,COG,20200330,,H1,Public information campaigns,2,1
Congo,COG,20200331,20200517,C5,Close public transport,2,1
Congo,COG,20200331,,E1,Income support,1,1
Congo,COG,20200331,,E2,Debt/contract relief,2,
Congo,COG,20200518,,C1,School closing,2,1
Congo,COG,20200518,20200601,C2,Workplace closing,3,0
Congo,COG,20200518,20200601,C5,Close public transport,2,0
Congo,COG,20200518,20200601,C6,Stay at home requirements,2,1
Congo,COG,20200518,,C7,Restrictions on internal movement,2,0
Congo,COG,20200602,,C2,Workplace closing,2,0
Congo,COG,20200602,,C5,Close public transport,1,0
Congo,COG,20200602,,C6,Stay at home requirements,2,0
Colombia,COL,20200121,20200308,H1,Public information campaigns,2,0
Colombia,COL,20200131,,H2,Testing policy,2,
Colombia,COL,20200224,20200324,C2,Workplace closing,1,1
Colombia,COL,20200309,,H1,Public information campaigns,2,1
Colombia,COL,20200312,20200316,C3,Cancel public events,2,0
Colombia,COL,20200312,20200316,C4,Restrictions on gatherings,2,1
Colombia,COL,20200312,20200322,C8,International travel controls,2,
Colombia,COL,20200316,,C1,School closing,3,1
Colombia,COL,20200317,,C3,Cancel public events,2,1
Colombia,COL,20200317,20200423,C4,Restrictions on gatherings,3,1
Colombia,COL,20200317,,E2,Debt/contract relief,2,
Colombia,COL,20200323,20200324,C8,International travel controls,3,
Colombia,COL,20200325,20200413,C2,Workplace closing,3,1
Colombia,COL,20200325,,C5,Close public transport,1,1
Colombia,COL,20200325,,C6,Stay at home requirements,2,1
Colombia,COL,20200325,,C7,Restrictions on internal movement,2,1
Colombia,COL,20200325,,C8,International travel controls,4,
Colombia,COL,20200326,20200402,H3,Contact tracing,1,
